"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00069620",26.6162275997264,-2.76933804122179,0.754881364484054,-3.66857386009863,0.000243907233475812,0.026383781201453,"chr1A","AVESA.00003a.r1.1AG00069620.1.CDS1",129857571,129857763,"+"
"AVESA.00003a.r1.1AG00276930",13.8561955353782,-2.11100313133543,0.599646558614697,-3.52041231790318,0.000430876426465035,0.0396827383018943,"chr1A","AVESA.00003a.r1.1AG00276930.1.CDS4",424188231,424189053,"-"
"AVESA.00003a.r1.1AG00289560",51.8014425533036,-6.13554816961001,1.34194896435421,-4.5721173700243,4.82820348912221e-06,0.00123481752952097,"chr1A","AVESA.00003a.r1.1AG00289560.1.CDS1",446466600,446467064,"-"
"AVESA.00003a.r1.1AG00337960",355.882369337522,-5.99018415608356,1.50135072128714,-3.98986330851997,6.61113837836208e-05,0.00984472915619429,"chr1A","AVESA.00003a.r1.1AG00337960.1.CDS1",523250393,523251091,"+"
"AVESA.00003a.r1.1AG00337970",25.9850022441044,-7.71121033601562,2.12896465148439,-3.62204714420179,0.000292280836891552,0.0299226856184942,"chr1A","AVESA.00003a.r1.1AG00337970.1.CDS1",523279536,523280219,"+"
"AVESA.00003a.r1.1DG00739400",42.7793153226144,-8.43899751221607,1.91554133179024,-4.40554185501656,1.05519774188673e-05,0.00226150900462871,"chr1D","AVESA.00003a.r1.1DG00739400.1.CDS1",304357176,304357643,"-"
"AVESA.00003a.r1.1DG00739420",54.2977617733305,-5.20725938545432,1.36512155619647,-3.81450235095759,0.000136457638022464,0.017099956508254,"chr1D","AVESA.00003a.r1.1DG00739420.1.CDS1",304369847,304370314,"-"
"AVESA.00003a.r1.1DG00783240",7.7122224306315,-5.44907837749889,1.50064268614771,-3.63116311950794,0.000282146777021652,0.0293215284271278,"chr1D","AVESA.00003a.r1.1DG00783240.1.CDS1",357058936,357059637,"+"
"AVESA.00003a.r1.1DG00805580",374.644328633719,-6.64014251483538,1.71577836922209,-3.87004675775574,0.000108814481370853,0.0143963651439819,"chr1D","AVESA.00003a.r1.1DG00805580.1.CDS3",380978352,380978601,"-"
"AVESA.00003a.r1.1DG00851520",6.58229999180969,-5.71757071851714,1.29244277406795,-4.42384826101133,9.69581320887731e-06,0.00213303808083988,"chr1D","AVESA.00003a.r1.1DG00851520.1.CDS8",441903020,441903042,"-"
"AVESA.00003a.r1.1DG00851700",38.8624657272178,-2.26325569411885,0.647312474267286,-3.49638819594926,0.000471602075352436,0.0417565096242234,"chr1D","AVESA.00003a.r1.1DG00851700.1.CDS8",442109653,442109767,"-"
"AVESA.00003a.r1.1DG00870930",29.7080289672741,-1.39773053903565,0.278060096139904,-5.0267210521728,4.9893728757567e-07,0.000167943344665332,"chr1D","AVESA.00003a.r1.1DG00870930.1.CDS1",463567463,463567834,"+"
"AVESA.00003a.r1.2AG00887300",225.175520293765,-5.09805607840755,1.17611421317114,-4.33466071688881,1.45985101339343e-05,0.00292808659383171,"chr2A","AVESA.00003a.r1.2AG00887300.1.CDS3",1589715,1589926,"-"
"AVESA.00003a.r1.2AG01113230",36.0876391212779,-5.77825385120498,1.29015344909363,-4.47873379346028,7.50871025139555e-06,0.00173931562008505,"chr2A","AVESA.00003a.r1.2AG01113230.1.CDS4",372288704,372288931,"-"
"AVESA.00003a.r1.2AG01115240",32.0409202941099,-1.52663179397676,0.381294155898423,-4.00381639833853,6.23287445848261e-05,0.00936251231703555,"chr2A","AVESA.00003a.r1.2AG01115240.1.CDS1",374624143,374624179,"+"
"AVESA.00003a.r1.2AG01121330",95.4438879121449,-9.59194393266393,2.21238195284182,-4.33557321345124,1.45380774966708e-05,0.00292449157174988,"chr2A","AVESA.00003a.r1.2AG01121330.1.CDS8",381636257,381636386,"-"
"AVESA.00003a.r1.2AG01122380",28.9346117975779,-3.01225895204408,0.866423040072912,-3.47666072198471,0.000507699831058108,0.0439902081578144,"chr2A","AVESA.00003a.r1.2AG01122380.1.CDS1",382782590,382782839,"+"
"AVESA.00003a.r1.2AG01165080",7.69531344706809,-4.25620227955148,1.19647809217574,-3.557275563493,0.000374721015558446,0.0358549119713135,"chr2A","AVESA.00003a.r1.2AG01165080.1.CDS1",433874465,433874719,"+"
"AVESA.00003a.r1.2CG01203570",8.9207455732544,-4.72084124891421,1.24735034377699,-3.78469551274539,0.000153896882350177,0.0187201691468088,"chr2C","AVESA.00003a.r1.2CG01203570.1.CDS1",4333762,4334217,"+"
"AVESA.00003a.r1.2CG01208300",14.7421667069403,-2.39599096156221,0.568615061959557,-4.21373108426843,2.51186335925991e-05,0.00462676775969057,"chr2C","AVESA.00003a.r1.2CG01208300.1.CDS1",11762985,11763059,"+"
"AVESA.00003a.r1.2CG01213760",11.9764328443962,-2.44909231104413,0.643515807708635,-3.80579976700899,0.000141346702746313,0.0175527601242564,"chr2C","AVESA.00003a.r1.2CG01213760.1.CDS1",20959344,20959889,"+"
"AVESA.00003a.r1.2CG01222000",109.393356319216,-1.83514655599351,0.169602135681591,-10.8203033447574,2.75862813124442e-27,4.86629075756981e-24,"chr2C","AVESA.00003a.r1.2CG01222000.1.CDS6",37175820,37176139,"-"
"AVESA.00003a.r1.2CG01244880",17.8292653234117,-4.9315815253639,1.11047122007206,-4.44098094234617,8.95497262133509e-06,0.00198094936151122,"chr2C","AVESA.00003a.r1.2CG01244880.1.CDS3",96723295,96723506,"-"
