"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00013000",97.5906987078912,1.13297446547675,0.261275555079248,4.33632019318878,1.44887843285975e-05,0.00292449157174988,"chr1A","AVESA.00003a.r1.1AG00013000.1.CDS1",17768140,17769321,"-"
"AVESA.00003a.r1.1CG00412700",15.6553709842111,1.6813699586347,0.479505946683803,3.50646320501929,0.000454104215334294,0.0406187659057158,"chr1C","AVESA.00003a.r1.1CG00412700.1.CDS2",108608987,108609239,"-"
"AVESA.00003a.r1.1DG00702170",26.9702689506303,1.18249666814926,0.274495064369849,4.30789774258377,1.64813544814171e-05,0.00325824064441969,"chr1D","AVESA.00003a.r1.1DG00702170.1.CDS1",243798705,243799700,"-"
"AVESA.00003a.r1.1DG00851190",151.159667514399,1.18674795325013,0.273078271172651,4.34581612134133,1.38758774772829e-05,0.00284960818747651,"chr1D","AVESA.00003a.r1.1DG00851190.1.CDS1",441152217,441153176,"+"
"AVESA.00003a.r1.1DG00857580",242.639618384103,1.1485657916654,0.240513775034607,4.77546781468186,1.79289966087928e-06,0.00051801798904112,"chr1D","AVESA.00003a.r1.1DG00857580.1.CDS1",449019597,449020556,"-"
"AVESA.00003a.r1.2AG00900280",2903.69109854146,1.34639835007361,0.297908951691317,4.51949611594318,6.19869848356304e-06,0.00152850128879458,"chr2A","AVESA.00003a.r1.2AG00900280.1.CDS1",21234710,21234767,"+"
"AVESA.00003a.r1.2AG01080350",68.2161597722071,1.30542379481589,0.380595020966292,3.42995499915251,0.00060368135950206,0.0489161024398654,"chr2A","AVESA.00003a.r1.2AG01080350.1.CDS7",329398548,329398580,"-"
"AVESA.00003a.r1.2AG01089620",20.9950369132462,1.47436048667696,0.390738466125309,3.77326681270264,0.000161123814526723,0.0193790822867045,"chr2A","AVESA.00003a.r1.2AG01089620.1.CDS1",342094845,342095768,"+"
"AVESA.00003a.r1.2AG01172040",23.4038087253754,1.95352603120712,0.536963965355455,3.6380952116851,0.000274661893486076,0.0287431532115359,"chr2A","AVESA.00003a.r1.2AG01172040.1.CDS4",444239736,444239997,"-"
"AVESA.00003a.r1.2AG01186180",23.141041615887,3.28156536412606,0.758526431563481,4.32623733013769,1.51677997469134e-05,0.00303342767205931,"chr2A","AVESA.00003a.r1.2AG01186180.1.CDS3",465545985,465546166,"-"
