"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00002040",584.199772463786,-0.357614026744301,0.08642474841798,-4.13786598503887,3.50551012074091e-05,0.00598433200438244,"chr1A","AVESA.00003a.r1.1AG00002040.1.CDS10",2985931,2986177,"-"
"AVESA.00003a.r1.1AG00011620",1808.90451159311,0.513368122532229,0.13510762531549,3.79969762131088,0.000144872746379312,0.0178937348880746,"chr1A","AVESA.00003a.r1.1AG00011620.1.CDS9",15839204,15839292,"-"
"AVESA.00003a.r1.1AG00013000",97.5906987078912,1.13297446547675,0.261275555079248,4.33632019318878,1.44887843285975e-05,0.00292449157174988,"chr1A","AVESA.00003a.r1.1AG00013000.1.CDS1",17768140,17769321,"-"
"AVESA.00003a.r1.1AG00016140",2367.14899872266,0.557284389520781,0.107409431759026,5.18841204533186,2.12094895305142e-07,7.63952487555386e-05,"chr1A","AVESA.00003a.r1.1AG00016140.1.CDS1",22924534,22924774,"+"
"AVESA.00003a.r1.1AG00069620",26.6162275997264,-2.76933804122179,0.754881364484054,-3.66857386009863,0.000243907233475812,0.026383781201453,"chr1A","AVESA.00003a.r1.1AG00069620.1.CDS1",129857571,129857763,"+"
"AVESA.00003a.r1.1AG00127330",185.533818067359,-0.687598358690136,0.141770106021867,-4.85009412762997,1.23402899430975e-06,0.000377322189873458,"chr1A","AVESA.00003a.r1.1AG00127330.1.CDS4",235887351,235887459,"-"
"AVESA.00003a.r1.1AG00144560",1000.66159976722,-0.350114581947086,0.0935506181664533,-3.7425148952424,0.000182187729840009,0.0212080697966212,"chr1A","AVESA.00003a.r1.1AG00144560.1.CDS3",261589908,261590456,"-"
"AVESA.00003a.r1.1AG00156210",30.6651822442642,-0.955468519295984,0.275360650028467,-3.46988038849127,0.000520690187013737,0.0446101155616239,"chr1A","AVESA.00003a.r1.1AG00156210.1.CDS1",279471080,279472021,"-"
"AVESA.00003a.r1.1AG00161080",1255.15649709962,0.277057012398578,0.0682404417424674,4.06001200056945,4.90701938283295e-05,0.00785088866234322,"chr1A","AVESA.00003a.r1.1AG00161080.1.CDS1",286068675,286068859,"+"
"AVESA.00003a.r1.1AG00161360",525.563447623648,0.588681140381467,0.112464855997542,5.23435641436588,1.65560713473812e-07,6.25479207530334e-05,"chr1A","AVESA.00003a.r1.1AG00161360.1.CDS3",286587028,286587211,"-"
"AVESA.00003a.r1.1AG00186620",513.059689572981,0.409126117006759,0.10588610435313,3.8638319872674,0.000111622011450158,0.0147112251374262,"chr1A","AVESA.00003a.r1.1AG00186620.1.CDS2",322893622,322893931,"-"
"AVESA.00003a.r1.1AG00188970",833.440477157141,-0.433346062290226,0.0960827488648271,-4.51013389406535,6.47867210037173e-06,0.00156390598066412,"chr1A","AVESA.00003a.r1.1AG00188970.1.CDS1",326040279,326040515,"+"
"AVESA.00003a.r1.1AG00192260",1488.77174728786,0.440190099376829,0.119523675517005,3.68286950240416,0.00023062323386459,0.025220047399632,"chr1A","AVESA.00003a.r1.1AG00192260.1.CDS1",330020570,330020770,"-"
"AVESA.00003a.r1.1AG00207460",4337.22837399105,0.51368277665478,0.0945503449189949,5.43290219718259,5.54448001483504e-08,2.3990162992491e-05,"chr1A","AVESA.00003a.r1.1AG00207460.1.CDS8",350626095,350626250,"-"
"AVESA.00003a.r1.1AG00215740",119.856971053721,0.50389214061806,0.132490883123071,3.8032212386266,0.000142826694354946,0.0177045911559229,"chr1A","AVESA.00003a.r1.1AG00215740.1.CDS1",360326708,360327520,"-"
"AVESA.00003a.r1.1AG00216250",366.528407027384,-0.435597930802893,0.10744373138489,-4.05419585850451,5.03070548498479e-05,0.00799301259239027,"chr1A","AVESA.00003a.r1.1AG00216250.1.CDS14",360810141,360810876,"-"
