"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.2AG01175520",1981.75785579793,3.53481773868868,0.267934899128104,13.1928231454411,9.65024144009532e-40,3.41014137120758e-36,"chr2A","AVESA.00003a.r1.2AG01175520.1.CDS1",448452290,448452676,"-"
"AVESA.00003a.r1.2AG01181380",12.9031704995428,4.07716397144337,0.676806312062964,6.02412226182676,1.70029804912645e-09,9.7572402834529e-07,"chr2A","AVESA.00003a.r1.2AG01181380.1.CDS12",459573707,459574420,"-"
"AVESA.00003a.r1.2CG01451780",85.7530209261707,1.00931102071373,0.266974984877288,3.78054528658423,0.000156485250871866,0.0276645779121218,"chr2C","AVESA.00003a.r1.2CG01451780.1.CDS1",526510124,526511638,"+"
"AVESA.00003a.r1.2DG01631200",25.0539970476378,1.23972368331868,0.33871528177546,3.66007602851682,0.000252140424681133,0.0408912083418259,"chr2D","AVESA.00003a.r1.2DG01631200.1.CDS2",200361809,200362142,"-"
"AVESA.00003a.r1.2DG01783020",16.1656791196251,1.48366076877899,0.408932211767854,3.62813377396948,0.000285477339693656,0.0445749629403994,"chr2D","AVESA.00003a.r1.2DG01783020.1.CDS1",487119953,487120237,"+"
"AVESA.00003a.r1.3DG02566940",48.1734663690006,1.61655245872696,0.445453118822133,3.62900693792749,0.000284513595165827,0.0445749629403994,"chr3D","AVESA.00003a.r1.3DG02566940.1.CDS1",364526753,364527145,"-"
"AVESA.00003a.r1.3DG02603920",29.6869869198756,4.59587337260787,0.479638798575399,9.58194663621525,9.52328066632023e-22,1.3320887233696e-18,"chr3D","AVESA.00003a.r1.3DG02603920.1.CDS4",427014373,427014565,"-"
"AVESA.00003a.r1.4CG02988130",2911.49709269511,3.74225539727682,0.389832894531712,9.59963987075083,8.02242318187242e-22,1.14602875500872e-18,"chr4C","AVESA.00003a.r1.4CG02988130.1.CDS1",309108,309135,"+"
"AVESA.00003a.r1.4CG02988140",288.35291817877,1.54051441985053,0.178098550032036,8.64978642203112,5.15959020987877e-18,5.97275941864605e-15,"chr4C","AVESA.00003a.r1.4CG02988140.1.CDS1",313045,313356,"+"
"AVESA.00003a.r1.4CG02988180",57.2891533096226,1.82655233033144,0.374823884089649,4.87309482630134,1.09863456042323e-06,0.000380223830007095,"chr4C","AVESA.00003a.r1.4CG02988180.1.CDS1",358326,358407,"+"
"AVESA.00003a.r1.4CG02989410",160.924032681904,2.75817983089373,0.301532873229939,9.14719447119926,5.84312679337613e-20,7.54448800065513e-17,"chr4C","AVESA.00003a.r1.4CG02989410.1.CDS3",1649167,1649450,"-"
"AVESA.00003a.r1.4CG02990180",394.931934352218,1.92628839858132,0.190752783829854,10.0983501257812,5.61793719086521e-24,9.91125050296438e-21,"chr4C","AVESA.00003a.r1.4CG02990180.1.CDS1",2980154,2980321,"+"
"AVESA.00003a.r1.4CG02990240",2635.37839258924,5.09739093295338,0.135571522602163,37.5992747969039,0,0,"chr4C","AVESA.00003a.r1.4CG02990240.1.CDS1",3035975,3036618,"+"
"AVESA.00003a.r1.4CG02990360",625.318862878463,1.27425190779634,0.0972616153423432,13.1012825903745,3.23740108379548e-39,1.08681173083556e-35,"chr4C","AVESA.00003a.r1.4CG02990360.1.CDS7",3203413,3203550,"-"
"AVESA.00003a.r1.4CG02990930",93.3691312878125,6.53790089387991,0.470983517999674,13.8813793774508,8.21477002766767e-44,4.24267595713565e-40,"chr4C","AVESA.00003a.r1.4CG02990930.1.CDS2",3810254,3810580,"-"
"AVESA.00003a.r1.4CG02990940",136.735056314388,1.22880453625847,0.139838678122597,8.78730085807283,1.53196112342839e-18,1.83673931764475e-15,"chr4C","AVESA.00003a.r1.4CG02990940.1.CDS1",3811879,3812121,"+"
"AVESA.00003a.r1.4CG02991010",72.9645225408793,2.87178879054161,0.291403655980219,9.85501976933521,6.52038618904411e-23,9.51707063301327e-20,"chr4C","AVESA.00003a.r1.4CG02991010.1.CDS1",3873923,3874102,"+"
"AVESA.00003a.r1.4CG02991120",163.724036527211,1.05596941089547,0.225630972922082,4.68007294042975,2.8677287263708e-06,0.000908217803855008,"chr4C","AVESA.00003a.r1.4CG02991120.1.CDS5",3967142,3967562,"-"
"AVESA.00003a.r1.4CG02991190",10.2395048130404,2.96108453034084,0.522830833065374,5.66356141044686,1.48263075068913e-08,7.37372675792734e-06,"chr4C","AVESA.00003a.r1.4CG02991190.1.CDS1",4050474,4051442,"-"
"AVESA.00003a.r1.4CG02992750",35.3313296262704,4.06880609344346,0.545690734826162,7.45624917883137,8.9020317673723e-14,8.07690966071816e-11,"chr4C","AVESA.00003a.r1.4CG02992750.1.CDS12",5642596,5643495,"-"
"AVESA.00003a.r1.4CG02992780",352.910937334593,2.45123270657497,0.271490362814475,9.02880191091734,1.73561523798562e-19,2.15798042025172e-16,"chr4C","AVESA.00003a.r1.4CG02992780.1.CDS1",5667864,5668004,"+"
"AVESA.00003a.r1.4CG02992810",62.6181897599166,1.99230202973303,0.376734600637377,5.28834364128583,1.23428932178359e-07,5.2120389530737e-05,"chr4C","AVESA.00003a.r1.4CG02992810.1.CDS2",5693809,5695665,"-"
"AVESA.00003a.r1.4CG02992820",50.6929834348042,3.31100710308059,0.854420627088516,3.87514884134179,0.000106559546135725,0.0205000415103116,"chr4C","AVESA.00003a.r1.4CG02992820.1.CDS7",5707040,5707284,"-"
"AVESA.00003a.r1.4CG02992860",61.2194980638766,7.82778186041236,0.842253275309751,9.29385742968298,1.48795682235714e-20,2.03883487775266e-17,"chr4C","AVESA.00003a.r1.4CG02992860.1.CDS1",5733520,5733660,"+"
"AVESA.00003a.r1.4CG02992870",72.9737732307054,3.67208070433646,0.318571503469546,11.5267080211005,9.67737838941082e-31,2.16582954147811e-27,"chr4C","AVESA.00003a.r1.4CG02992870.1.CDS1",5741389,5743062,"+"
"AVESA.00003a.r1.4CG02993010",17.2708011737609,3.24155400858464,0.672755555345403,4.81832365831654,1.44769395461156e-06,0.00047881586111613,"chr4C","AVESA.00003a.r1.4CG02993010.1.CDS1",5909255,5909369,"+"
"AVESA.00003a.r1.4CG02993060",34.9838274160997,1.92165991620137,0.320378359838601,5.99809524329127,1.99645420189507e-09,1.12641959302048e-06,"chr4C","AVESA.00003a.r1.4CG02993060.1.CDS2",6059260,6060402,"-"
"AVESA.00003a.r1.4CG02993110",129.270817925124,10.3546781006961,0.847514851506026,12.2176951616788,2.50074436495966e-34,6.45778759260601e-31,"chr4C","AVESA.00003a.r1.4CG02993110.1.CDS10",6095272,6095412,"-"
"AVESA.00003a.r1.4CG02993230",568.415031914333,2.9444383252832,0.160000194678259,18.4027171417142,1.24939804485452e-75,2.79619447098591e-71,"chr4C","AVESA.00003a.r1.4CG02993230.1.CDS1",6182673,6182885,"+"
"AVESA.00003a.r1.4CG02993290",87.711189238741,9.79539323443614,0.860224144429516,11.3870242981058,4.85280493628465e-30,1.0510392781519e-26,"chr4C","AVESA.00003a.r1.4CG02993290.1.CDS1",6235902,6235961,"+"
"AVESA.00003a.r1.4CG02993300",1382.2556238317,1.40906294818843,0.101619056241851,13.8661290539335,1.01614493295371e-43,4.87321335310322e-40,"chr4C","AVESA.00003a.r1.4CG02993300.1.CDS5",6239440,6240034,"-"
"AVESA.00003a.r1.4CG02993390",162.679985992329,1.37641288050126,0.233737375863869,5.8887153815866,3.89209071308992e-09,2.10741018199654e-06,"chr4C","AVESA.00003a.r1.4CG02993390.1.CDS10",6330515,6330895,"-"
"AVESA.00003a.r1.4CG02993440",153.147475756917,5.48396646001064,0.96886290918649,5.66020889850688,1.51188843006071e-08,7.40946723231429e-06,"chr4C","AVESA.00003a.r1.4CG02993440.1.CDS1",6354167,6354257,"+"
"AVESA.00003a.r1.4CG02993640",231.097439930417,1.95433947364344,0.316400842423291,6.17678340763979,6.54207230413844e-10,3.85299365414175e-07,"chr4C","AVESA.00003a.r1.4CG02993640.1.CDS1",6566531,6567340,"+"
"AVESA.00003a.r1.4CG02993660",67.8575418186397,5.96115983692742,0.47314645973632,12.5989737728346,2.13909532133576e-36,6.52822722590019e-33,"chr4C","AVESA.00003a.r1.4CG02993660.1.CDS1",6580092,6581024,"+"
"AVESA.00003a.r1.4CG02993690",1624.24808895194,14.0064836332044,1.41850049399864,9.87414787126454,5.38890235615851e-23,8.22309757033724e-20,"chr4C","AVESA.00003a.r1.4CG02993690.1.CDS1",6627366,6628604,"+"
"AVESA.00003a.r1.4CG02993780",8.22366780675063,6.37984328558204,0.940423559159093,6.78401048489976,1.16884840340042e-11,8.34868623964973e-09,"chr4C","AVESA.00003a.r1.4CG02993780.1.CDS1",6731436,6732965,"+"
"AVESA.00003a.r1.4CG02993800",56.0700428343696,1.94816399131828,0.327243567783425,5.95325373242358,2.62863280359533e-09,1.45858706666276e-06,"chr4C","AVESA.00003a.r1.4CG02993800.1.CDS1",6772125,6772799,"+"
"AVESA.00003a.r1.4CG02993820",394.052739980806,1.58739219285668,0.125630566919291,12.635397831775,1.34711085277877e-36,4.30696998887712e-33,"chr4C","AVESA.00003a.r1.4CG02993820.1.CDS12",6787540,6787707,"-"
"AVESA.00003a.r1.4CG02993860",459.045150093532,2.99959435669919,0.292237410517464,10.2642380774857,1.02123940369109e-24,1.9046398556451e-21,"chr4C","AVESA.00003a.r1.4CG02993860.1.CDS11",6816442,6816552,"-"
"AVESA.00003a.r1.4CG02994000",132.731063359505,3.25789625937877,0.178720236565801,18.2290283516902,3.03668323086788e-74,4.07771897607401e-70,"chr4C","AVESA.00003a.r1.4CG02994000.1.CDS6",7090949,7091167,"-"
"AVESA.00003a.r1.4CG02994080",141.755973467228,6.78873651213118,0.419029276491066,16.2011031042503,4.95305546531785e-59,3.69503441107673e-55,"chr4C","AVESA.00003a.r1.4CG02994080.1.CDS11",7190361,7190463,"-"
"AVESA.00003a.r1.4CG02994120",29.7251164636048,3.50441631294929,0.507824827117757,6.90083691425482,5.1697056011188e-12,3.89999105353615e-09,"chr4C","AVESA.00003a.r1.4CG02994120.1.CDS11",7210800,7210994,"-"
"AVESA.00003a.r1.4CG02994220",10.9521726323815,3.02354677949425,0.532699281001409,5.67589799222248,1.37962977915685e-08,6.96464082724587e-06,"chr4C","AVESA.00003a.r1.4CG02994220.1.CDS1",7273354,7273534,"+"
"AVESA.00003a.r1.4CG02994260",181.51000928274,1.91728003248711,0.180080766385629,10.6467785037154,1.80503885366289e-26,3.67248829314486e-23,"chr4C","AVESA.00003a.r1.4CG02994260.1.CDS1",7312064,7312499,"+"
"AVESA.00003a.r1.4CG02994430",40.9154284174237,1.66734279816583,0.378757729721665,4.40213536867248,1.07190640123146e-05,0.00304952829174074,"chr4C","AVESA.00003a.r1.4CG02994430.1.CDS1",7513388,7513614,"+"
"AVESA.00003a.r1.4CG02994600",147.775841028697,10.5473044655475,0.849046220856487,12.4225327272616,1.97217489687044e-35,5.29655179003113e-32,"chr4C","AVESA.00003a.r1.4CG02994600.1.CDS2",7720137,7720348,"-"
