"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00008760",278.031566491664,-1.02826245110482,0.198160313150857,-5.18904332938765,2.11377212240194e-07,4.19368841500947e-05,"chr1A","AVESA.00003a.r1.1AG00008760.1.CDS3",11553622,11553965,"-"
"AVESA.00003a.r1.1AG00013620",53.2971815811255,-1.06478478523634,0.33017895497658,-3.22487175268899,0.00126029111933557,0.0333587613642558,"chr1A","AVESA.00003a.r1.1AG00013620.1.CDS1",18899825,18900688,"-"
"AVESA.00003a.r1.1AG00158360",58.0823878287702,-1.12044231113797,0.297611506389247,-3.76478155946209,0.000166694742424424,0.00767930307500973,"chr1A","AVESA.00003a.r1.1AG00158360.1.CDS1",282298256,282298423,"+"
"AVESA.00003a.r1.1AG00162530",141.475153132643,-1.01420697141135,0.327695381667151,-3.09496876718728,0.00196833622989259,0.0452192520375965,"chr1A","AVESA.00003a.r1.1AG00162530.1.CDS1",288103886,288103917,"+"
"AVESA.00003a.r1.1AG00166470",60.0246943291439,-1.4746858386857,0.381665447666585,-3.86381803147649,0.000111628392206352,0.00562206209041652,"chr1A","AVESA.00003a.r1.1AG00166470.1.CDS4",293672846,293673239,"-"
"AVESA.00003a.r1.1AG00174130",115.698240933566,-1.2629552228309,0.250058148133453,-5.05064614873847,4.40318072005481e-07,7.42645433936952e-05,"chr1A","AVESA.00003a.r1.1AG00174130.1.CDS1",305850811,305852540,"+"
"AVESA.00003a.r1.1AG00183560",21.6075738703934,-2.17575729230486,0.664002935556582,-3.27672842361923,0.00105017327226149,0.0293580101943276,"chr1A","AVESA.00003a.r1.1AG00183560.1.CDS1",318479368,318479761,"+"
"AVESA.00003a.r1.1AG00212040",105.891112037349,-1.68658601549319,0.400186413702302,-4.21450093692545,2.50331113399635e-05,0.00185255971340514,"chr1A","AVESA.00003a.r1.1AG00212040.1.CDS1",355865076,355865184,"+"
"AVESA.00003a.r1.1AG00213210",33.0594903391947,-1.67101553309836,0.339078394610091,-4.92810972229554,8.30289881931877e-07,0.000125450376297725,"chr1A","AVESA.00003a.r1.1AG00213210.1.CDS2",357208370,357208464,"-"
"AVESA.00003a.r1.1AG00231780",171.651768373143,-1.64845396314506,0.166922762690405,-9.8755492455063,5.31410294487148e-23,6.4233586714831e-20,"chr1A","AVESA.00003a.r1.1AG00231780.1.CDS1",376559306,376559572,"+"
"AVESA.00003a.r1.1AG00282810",219.80873866834,-1.05895457700406,0.187144704931808,-5.65848003762609,1.52719475431068e-08,4.30728311622724e-06,"chr1A","AVESA.00003a.r1.1AG00282810.1.CDS1",433910862,433912588,"+"
"AVESA.00003a.r1.1AG00292380",202.422600263875,-1.09008125690443,0.240036306510776,-4.54131823952013,5.59035706349751e-06,0.000579195218454241,"chr1A","AVESA.00003a.r1.1AG00292380.1.CDS1",451410592,451410985,"+"
"AVESA.00003a.r1.1AG00321400",78.319396353166,-1.55423482651575,0.418979779289136,-3.70957001589133,0.00020761153917062,0.00898449739113636,"chr1A","AVESA.00003a.r1.1AG00321400.1.CDS1",500188696,500188840,"+"
"AVESA.00003a.r1.1AG00338340",46.3643800858436,-1.30831922873438,0.422570461843148,-3.09609721187755,0.0019608606444118,0.0451870233022486,"chr1A","AVESA.00003a.r1.1AG00338340.1.CDS1",523732824,523733616,"+"
"AVESA.00003a.r1.1AG00338360",46.3643800858436,-1.30831922873438,0.422570461843148,-3.09609721187755,0.0019608606444118,0.0451870233022486,"chr1A","AVESA.00003a.r1.1AG00338360.1.CDS1",523789935,523790727,"+"
"AVESA.00003a.r1.1AG00339100",130.552585169074,-2.01756935954534,0.189438456717722,-10.6502628584632,1.73873391082365e-26,2.52200869859383e-23,"chr1A","AVESA.00003a.r1.1AG00339100.1.CDS1",524865798,524866064,"+"
"AVESA.00003a.r1.1CG00360250",25.7247636539286,-1.30504743050397,0.323383546387342,-4.03560244509412,5.44623689194332e-05,0.00331919697831076,"chr1C","AVESA.00003a.r1.1CG00360250.1.CDS4",12146700,12146965,"-"
"AVESA.00003a.r1.1CG00362330",41.0914951357795,-1.22818108173803,0.294536525988548,-4.16987698763645,3.04764094518541e-05,0.0021165470296064,"chr1C","AVESA.00003a.r1.1CG00362330.1.CDS1",14369869,14370426,"+"
"AVESA.00003a.r1.1CG00367210",35.203004564536,-2.22500029851716,0.478596609440896,-4.64900973936367,3.33532465262147e-06,0.000384828242362805,"chr1C","AVESA.00003a.r1.1CG00367210.1.CDS6",19368933,19369092,"-"
"AVESA.00003a.r1.1CG00381410",135.036612068848,-1.12703125551225,0.247193530035602,-4.5593072575562,5.13226357240609e-06,0.000543944936910939,"chr1C","AVESA.00003a.r1.1CG00381410.1.CDS1",37040392,37041207,"+"
