"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00008760",278.031566491664,-1.02826245110482,0.198160313150857,-5.18904332938765,2.11377212240194e-07,4.19368841500947e-05,"chr1A","AVESA.00003a.r1.1AG00008760.1.CDS3",11553622,11553965,"-"
"AVESA.00003a.r1.1AG00013000",86.283333232197,1.20194393258388,0.354232692324519,3.39309148654963,0.000691085530501622,0.0218186188600596,"chr1A","AVESA.00003a.r1.1AG00013000.1.CDS1",17768140,17769321,"-"
"AVESA.00003a.r1.1AG00013620",53.2971815811255,-1.06478478523634,0.33017895497658,-3.22487175268899,0.00126029111933557,0.0333587613642558,"chr1A","AVESA.00003a.r1.1AG00013620.1.CDS1",18899825,18900688,"-"
"AVESA.00003a.r1.1AG00016140",823.449861548069,1.02654119349313,0.264623129521982,3.8792572491584,0.000104775903622249,0.00539901200755972,"chr1A","AVESA.00003a.r1.1AG00016140.1.CDS1",22924534,22924774,"+"
"AVESA.00003a.r1.1AG00130150",18.8618810074925,1.82249718973164,0.432968685196616,4.2093048574726,2.56157571195229e-05,0.0018792415342295,"chr1A","AVESA.00003a.r1.1AG00130150.1.CDS1",241097105,241097416,"+"
"AVESA.00003a.r1.1AG00158360",58.0823878287702,-1.12044231113797,0.297611506389247,-3.76478155946209,0.000166694742424424,0.00767930307500973,"chr1A","AVESA.00003a.r1.1AG00158360.1.CDS1",282298256,282298423,"+"
"AVESA.00003a.r1.1AG00162530",141.475153132643,-1.01420697141135,0.327695381667151,-3.09496876718728,0.00196833622989259,0.0452192520375965,"chr1A","AVESA.00003a.r1.1AG00162530.1.CDS1",288103886,288103917,"+"
"AVESA.00003a.r1.1AG00166470",60.0246943291439,-1.4746858386857,0.381665447666585,-3.86381803147649,0.000111628392206352,0.00562206209041652,"chr1A","AVESA.00003a.r1.1AG00166470.1.CDS4",293672846,293673239,"-"
"AVESA.00003a.r1.1AG00174130",115.698240933566,-1.2629552228309,0.250058148133453,-5.05064614873847,4.40318072005481e-07,7.42645433936952e-05,"chr1A","AVESA.00003a.r1.1AG00174130.1.CDS1",305850811,305852540,"+"
"AVESA.00003a.r1.1AG00178540",691.524933063319,1.54185888343068,0.278867088123238,5.52900987279393,3.22043222739042e-08,8.47107165222432e-06,"chr1A","AVESA.00003a.r1.1AG00178540.1.CDS1",312039564,312039636,"+"
"AVESA.00003a.r1.1AG00183560",21.6075738703934,-2.17575729230486,0.664002935556582,-3.27672842361923,0.00105017327226149,0.0293580101943276,"chr1A","AVESA.00003a.r1.1AG00183560.1.CDS1",318479368,318479761,"+"
"AVESA.00003a.r1.1AG00192260",210.967317802891,1.16957648183987,0.284149795631588,4.11605603741582,3.85410638451832e-05,0.0025443617532229,"chr1A","AVESA.00003a.r1.1AG00192260.1.CDS1",330020570,330020770,"-"
"AVESA.00003a.r1.1AG00212040",105.891112037349,-1.68658601549319,0.400186413702302,-4.21450093692545,2.50331113399635e-05,0.00185255971340514,"chr1A","AVESA.00003a.r1.1AG00212040.1.CDS1",355865076,355865184,"+"
"AVESA.00003a.r1.1AG00213210",33.0594903391947,-1.67101553309836,0.339078394610091,-4.92810972229554,8.30289881931877e-07,0.000125450376297725,"chr1A","AVESA.00003a.r1.1AG00213210.1.CDS2",357208370,357208464,"-"
"AVESA.00003a.r1.1AG00231780",171.651768373143,-1.64845396314506,0.166922762690405,-9.8755492455063,5.31410294487148e-23,6.4233586714831e-20,"chr1A","AVESA.00003a.r1.1AG00231780.1.CDS1",376559306,376559572,"+"
"AVESA.00003a.r1.1AG00235080",44.3501112553788,1.0199347563174,0.225376895795244,4.5254627929742,6.02634835923409e-06,0.000605821043867796,"chr1A","AVESA.00003a.r1.1AG00235080.1.CDS1",379490988,379491911,"-"
"AVESA.00003a.r1.1AG00282810",219.80873866834,-1.05895457700406,0.187144704931808,-5.65848003762609,1.52719475431068e-08,4.30728311622724e-06,"chr1A","AVESA.00003a.r1.1AG00282810.1.CDS1",433910862,433912588,"+"
"AVESA.00003a.r1.1AG00292380",202.422600263875,-1.09008125690443,0.240036306510776,-4.54131823952013,5.59035706349751e-06,0.000579195218454241,"chr1A","AVESA.00003a.r1.1AG00292380.1.CDS1",451410592,451410985,"+"
"AVESA.00003a.r1.1AG00302150",144.50983398884,1.88147344388425,0.253715194432384,7.41569084221982,1.20992440693451e-13,7.06025659389016e-11,"chr1A","AVESA.00003a.r1.1AG00302150.1.CDS1",468449961,468450164,"-"
