"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00087980",960.567339768035,0.366401280854119,0.0787866624111045,4.65054959356264,3.31051622285885e-06,0.00131054308582374,"chr1A","AVESA.00003a.r1.1AG00087980.1.CDS8",161206328,161206457,"-"
"AVESA.00003a.r1.1AG00128250",117.056722733413,-0.483869093531936,0.127998137230825,-3.78028230722883,0.000156650635734601,0.0330072995985433,"chr1A","AVESA.00003a.r1.1AG00128250.1.CDS1",237477956,237478168,"+"
"AVESA.00003a.r1.1AG00129640",463.351440660367,0.288756703715124,0.0721497743265593,4.00218443384416,6.2760344573588e-05,0.0164636262939847,"chr1A","AVESA.00003a.r1.1AG00129640.1.CDS1",240313611,240313716,"+"
"AVESA.00003a.r1.1AG00147530",3083.24512715942,0.343210271468669,0.0601157610531504,5.70915622552337,1.13537638474779e-08,7.34273763122186e-06,"chr1A","AVESA.00003a.r1.1AG00147530.1.CDS4",266162396,266162449,"-"
"AVESA.00003a.r1.1AG00194210",391.417775159472,0.348917811456116,0.0790256120456359,4.41524971998474,1.00893451344451e-05,0.00343242674394178,"chr1A","AVESA.00003a.r1.1AG00194210.1.CDS1",332550967,332551215,"+"
"AVESA.00003a.r1.1AG00198850",351.535465605312,0.295357867495774,0.0793853192438068,3.72056030396093,0.000198781267667631,0.039707014136948,"chr1A","AVESA.00003a.r1.1AG00198850.1.CDS1",337553843,337553899,"+"
"AVESA.00003a.r1.1AG00236040",48.2208691921306,-1.33459498343808,0.24936285150023,-5.35202005996008,8.69777538940001e-08,4.61894301349772e-05,"chr1A","AVESA.00003a.r1.1AG00236040.1.CDS1",380522098,380522328,"-"
"AVESA.00003a.r1.1AG00262090",934.278236830189,-0.461046202789389,0.110732861295044,-4.16358971851137,3.13282842378653e-05,0.00917637757010368,"chr1A","AVESA.00003a.r1.1AG00262090.1.CDS1",407910270,407910671,"+"
"AVESA.00003a.r1.1AG00302800",1198.9318351829,0.245536398855641,0.066694534700004,3.68150703742186,0.000231859388197817,0.0439994041805577,"chr1A","AVESA.00003a.r1.1AG00302800.1.CDS1",469583791,469585978,"+"
"AVESA.00003a.r1.1AG00307200",1354.10646928494,0.32480415223278,0.0782845522189284,4.14901973667093,3.33902025198368e-05,0.00965050724952751,"chr1A","AVESA.00003a.r1.1AG00307200.1.CDS3",476644371,476644458,"-"
