"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND"
"AVESA.00003a.r1.1AG00236040",48.2208691921306,-1.33459498343808,0.24936285150023,-5.35202005996008,8.69777538940001e-08,4.61894301349772e-05,"chr1A","AVESA.00003a.r1.1AG00236040.1.CDS1",380522098,380522328,"-"
"AVESA.00003a.r1.1CG00519650",22.9209658259756,-1.30789422333602,0.261045233503325,-5.01022066476216,5.43676597415221e-07,0.000257336316424383,"chr1C","AVESA.00003a.r1.1CG00519650.1.CDS4",358762720,358762884,"-"
"AVESA.00003a.r1.1DG00680410",250.805964361369,-1.09045356478348,0.290849915470492,-3.74919677394274,0.000177401852345592,0.0362115987292553,"chr1D","AVESA.00003a.r1.1DG00680410.1.CDS11",207259962,207260434,"-"
"AVESA.00003a.r1.1DG00690130",145.378974924395,-1.26491624659543,0.222912565386352,-5.67449503980663,1.39098347240782e-08,8.49136910600057e-06,"chr1D","AVESA.00003a.r1.1DG00690130.1.CDS4",223825447,223825555,"-"
"AVESA.00003a.r1.1DG00690370",108.920601178802,-1.00623912601113,0.186041302604812,-5.40868673742073,6.34885674982085e-08,3.45584145034624e-05,"chr1D","AVESA.00003a.r1.1DG00690370.1.CDS1",224297135,224298670,"-"
"AVESA.00003a.r1.1DG00713150",94.924623076343,-1.50315690544348,0.299866966789568,-5.01274589040786,5.36587388794542e-07,0.000255834683566939,"chr1D","AVESA.00003a.r1.1DG00713150.1.CDS1",261034638,261035588,"-"
"AVESA.00003a.r1.1DG00876670",6.12880714974835,-2.95852740276728,0.759410309826794,-3.89582201411259,9.78662402220583e-05,0.0234133405182873,"chr1D","AVESA.00003a.r1.1DG00876670.1.CDS1",470014568,470015362,"+"
"AVESA.00003a.r1.2AG01085480",49.9625343081608,1.31210361578593,0.23489757035353,5.58585435264896,2.32554078920914e-08,1.39359631936103e-05,"chr2A","AVESA.00003a.r1.2AG01085480.1.CDS1",336484486,336484622,"+"
"AVESA.00003a.r1.2AG01122510",234.56463069647,1.19782636095081,0.248201723273092,4.82601951813552,1.39288863810853e-06,0.000614743871301428,"chr2A","AVESA.00003a.r1.2AG01122510.1.CDS1",382854119,382855807,"+"
"AVESA.00003a.r1.2AG01163210",97.5809028573069,2.83308656687074,0.76142505746926,3.72076875994473,0.000198617242548751,0.039707014136948,"chr2A","AVESA.00003a.r1.2AG01163210.1.CDS1",430979602,430979862,"+"
"AVESA.00003a.r1.2AG01164030",16.0388003505792,1.95380751387887,0.501624314455093,3.89496174243719,9.82142301935228e-05,0.0234133405182873,"chr2A","AVESA.00003a.r1.2AG01164030.1.CDS1",432228126,432228320,"+"
"AVESA.00003a.r1.2AG01175520",188.632205509036,2.07595448935561,0.335271422135618,6.19186233092029,5.94574737830972e-10,4.62345563099777e-07,"chr2A","AVESA.00003a.r1.2AG01175520.1.CDS1",448452290,448452676,"-"
"AVESA.00003a.r1.2AG01181380",7.79145233014883,2.23034280783697,0.579366056450492,3.84962629930591,0.000118298172880992,0.0264627340904573,"chr2A","AVESA.00003a.r1.2AG01181380.1.CDS12",459573707,459574420,"-"
"AVESA.00003a.r1.2AG01182560",63.4850441258647,1.58084240919218,0.277981334443977,5.68686531545077,1.29392422510724e-08,8.04931775807424e-06,"chr2A","AVESA.00003a.r1.2AG01182560.1.CDS2",461048250,461051028,"-"
"AVESA.00003a.r1.2AG01200480",479.246473908699,-1.36109851307216,0.230510453894875,-5.90471490587099,3.53257103776738e-09,2.35453068995844e-06,"chr2A","AVESA.00003a.r1.2AG01200480.1.CDS1",480349193,480352975,"+"
